id;nom;metier;ville;sud_est;taille;groupe;derniere_commande;jours_depuis_derniere_commande;panier_moyen_eur;commandes_12_mois;clients_finaux;a_achete_tshirts_ete_2025;clientele_exposee;opposition_prospection;dans_la_cible
R0193;Impression Cardinal Turin;imprimeur;Turin;oui;grand;actif;2026-05-29;3;1959;239;"collectivités ; festivals";oui;oui;oui;non
R0194;Agence Amarante;agence;Besançon;non;petit;actif;2026-05-31;1;297;52;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R0195;Atelier Trait d'Union Quimper;sérigraphe;Quimper;non;petit;dormant;2025-12-16;167;414;34;"entreprises ; associations";oui;non;non;non
R0196;Point Indigo Besançon;brodeur;Besançon;non;moyen;actif;2026-05-31;1;634;79;"festivals ; entreprises";oui;oui;non;non
R0197;Studio Sud Tours;sérigraphe;Tours;non;petit;dormant;2025-10-05;239;356;15;"associations ; brasseries et bars";oui;oui;non;non
R0198;Sérigraphie Nacre;sérigraphe;Lyon;oui;petit;actif;2026-05-27;5;209;55;"festivals ; collectivités";oui;oui;non;non
R0199;Atelier Indigo;brodeur;Nantes;non;moyen;dormant;2026-03-29;64;796;94;"collectivités ; brasseries et bars";oui;oui;non;non
R0200;Agence Boréal Brest;agence;Brest;non;petit;actif;2026-05-22;10;276;44;"entreprises ; festivals";oui;oui;non;non
R0201;Impression Sarment Nancy;imprimeur;Nancy;non;petit;actif;2026-05-24;8;378;53;"entreprises ; brasseries et bars";oui;oui;non;non
R0202;Broderie Atlantique;brodeur;Rouen;non;grand;actif;2026-05-29;3;1205;202;"brasseries et bars ; entreprises";oui;oui;non;oui
R0203;Broderie Amarante;brodeur;Bruxelles;non;petit;dormant;2025-08-09;296;353;6;"entreprises ; clubs sportifs";oui;oui;non;non
R0204;Imprim'Alizé Nantes;sérigraphe;Nantes;non;petit;actif;2026-05-26;6;409;46;"associations ; collectivités";oui;non;non;non
R0205;Maison Horizon Orléans;brodeur;Orléans;non;petit;actif;2026-05-24;8;337;57;"collectivités ; associations";oui;non;non;non
R0206;Imprim'Mistral Milan;sérigraphe;Milan;non;grand;dormant;2026-02-08;113;1200;144;"clubs sportifs ; associations";oui;oui;oui;non
R0207;Agence Nacre Tours;agence;Tours;non;petit;actif;2026-05-29;3;228;45;"associations ; entreprises";oui;non;non;non
R0208;Imprim'Cardinal;sérigraphe;Nantes;non;grand;actif;2026-05-26;6;1415;129;"clubs sportifs ; brasseries et bars";oui;oui;non;oui
R0209;Maison Estuaire;brodeur;Reims;non;grand;dormant;2026-01-24;128;1792;100;"brasseries et bars ; associations";oui;oui;non;oui
R0210;Studio Quai Clermont-Ferrand;sérigraphe;Clermont-Ferrand;non;petit;dormant;2025-07-10;326;360;6;"associations ; entreprises";oui;non;non;non
R0211;Imprim'Ocre;sérigraphe;Troyes;non;petit;dormant;2025-09-30;244;338;11;"associations ; collectivités";non;non;non;non
R0212;Séri'Basalte;sérigraphe;Rennes;non;petit;dormant;2025-07-04;332;196;2;"entreprises ; brasseries et bars";non;oui;non;non
R0213;Textiprint Lumière Milan;imprimeur;Milan;non;moyen;actif;2026-05-28;4;454;66;"associations ; collectivités";oui;non;non;non
R0214;Studio Ubac;sérigraphe;Nancy;non;petit;actif;2026-05-27;5;290;50;"festivals ; brasseries et bars";oui;oui;non;non
R0215;Atelier Faubourg;sérigraphe;Liège;non;moyen;dormant;2025-12-28;155;428;46;"clubs sportifs ; festivals";oui;oui;non;non
R0216;Agence Cardinal;agence;Metz;non;moyen;dormant;2025-08-06;299;580;12;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R0217;Les Fils d'Cap Ouest La Rochelle;brodeur;La Rochelle;non;petit;dormant;2026-01-26;126;263;29;"festivals ; entreprises";oui;oui;non;non
R0218;Studio Perspective;sérigraphe;Chambéry;oui;petit;actif;2026-05-27;5;331;37;"collectivités ; brasseries et bars";non;oui;non;non
R0219;Collectif Jonquille;agence;Turin;oui;moyen;actif;2026-05-31;1;681;108;"brasseries et bars ; associations";oui;oui;non;non
R0220;Collectif Garonne Reims;agence;Reims;non;moyen;dormant;2025-11-21;192;836;51;"collectivités ; brasseries et bars";oui;oui;non;non
R0221;Les Fils d'Kaolin;brodeur;Lille;non;moyen;dormant;2025-07-29;307;950;12;"brasseries et bars ; collectivités";oui;oui;non;non
R0222;Maison Nacre;brodeur;La Rochelle;non;petit;actif;2026-05-11;21;233;37;"festivals ; brasseries et bars";oui;oui;non;non
R0223;Séri'Trait d'Union Liège;sérigraphe;Liège;non;petit;dormant;2025-08-01;304;228;7;"associations ; clubs sportifs";non;oui;non;non
R0224;Marquage Calanque Lyon;sérigraphe;Lyon;oui;petit;dormant;2026-01-03;149;207;33;"entreprises ; collectivités";oui;non;non;non
R0225;Marquage Zénith;sérigraphe;Namur;non;grand;actif;2026-05-31;1;2083;131;"entreprises ; brasseries et bars";oui;oui;non;oui
R0226;Atelier Cardinal Bilbao;brodeur;Bilbao;non;petit;actif;2026-05-31;1;343;55;"collectivités ; entreprises";oui;non;non;non
R0227;Studio du Lac Grenoble;sérigraphe;Grenoble;oui;moyen;dormant;2025-07-18;318;496;9;"collectivités ; entreprises";oui;non;non;non
R0228;Séri'Calanque Clermont-Ferrand;sérigraphe;Clermont-Ferrand;non;moyen;actif;2026-05-27;5;644;100;"associations ; clubs sportifs";oui;oui;non;non
R0229;Studio Pastel Lille;sérigraphe;Lille;non;petit;actif;2026-05-27;5;338;58;"entreprises ; brasseries et bars";oui;oui;non;non
R0230;Impression Calanque Dijon;imprimeur;Dijon;non;petit;actif;2026-05-28;4;323;57;"associations ; entreprises";oui;non;non;non
R0231;Broderie Mistral;brodeur;Tours;non;moyen;actif;2026-05-25;7;515;77;"collectivités ; brasseries et bars";oui;oui;non;non
R0232;Impression Jonquille;imprimeur;Le Mans;non;moyen;actif;2026-05-23;9;718;66;"brasseries et bars ; clubs sportifs";oui;oui;oui;non
R0233;Imprimerie Quai Mulhouse;imprimeur;Mulhouse;non;petit;actif;2026-05-19;13;334;46;"associations ; collectivités";oui;non;non;non
R0234;Séri'Éclat Avignon;sérigraphe;Avignon;oui;petit;dormant;2025-07-14;322;300;5;"associations ; collectivités";oui;non;non;non
R0235;Atelier Vertigo Barcelone;agence;Barcelone;non;petit;actif;2026-05-30;2;251;56;"festivals ; clubs sportifs";oui;oui;non;non
R0236;Impression Sarment;imprimeur;Perpignan;non;grand;actif;2026-05-31;1;1712;174;"associations ; clubs sportifs";oui;oui;non;oui
R0237;Atelier Basalte;sérigraphe;Grenoble;oui;petit;actif;2026-05-18;14;306;45;"festivals ; collectivités";oui;oui;non;non
R0238;Atelier Origami Poitiers;agence;Poitiers;non;petit;actif;2026-05-27;5;197;41;"festivals ; collectivités";oui;oui;non;non
R0239;Maison Éclat;brodeur;Brest;non;petit;dormant;2025-11-06;207;254;19;"festivals ; brasseries et bars";oui;oui;non;non
R0240;Atelier Bleu Marine Arras;brodeur;Arras;non;petit;actif;2026-05-31;1;265;43;"collectivités ; festivals";oui;oui;oui;non
R0241;Séri'Vertigo;sérigraphe;Lyon;oui;petit;dormant;2025-12-15;168;412;17;"collectivités ; associations";oui;non;non;non
R0242;Collectif du Lac;agence;Lausanne;oui;petit;actif;2026-05-10;22;428;41;"associations ; clubs sportifs";oui;oui;non;non
R0243;Les Fils d'Calanque;brodeur;Orléans;non;petit;dormant;2025-08-30;275;372;12;"entreprises ; brasseries et bars";oui;oui;non;non
R0244;Studio Granit;agence;Nantes;non;petit;dormant;2026-02-23;98;394;18;"festivals ; entreprises";non;oui;non;non
R0245;Textiprint Mistral;imprimeur;Toulouse;non;grand;actif;2026-05-31;1;2163;183;"festivals ; entreprises";oui;oui;non;oui
R0246;Brod'Rhône;brodeur;Niort;non;moyen;dormant;2025-11-09;204;538;54;"entreprises ; festivals";oui;oui;non;non
R0247;Les Fils d'Faubourg La Rochelle;brodeur;La Rochelle;non;moyen;actif;2026-05-31;1;433;100;"associations ; clubs sportifs";oui;oui;non;non
R0248;Broderie Nacre;brodeur;Marseille;oui;petit;dormant;2025-09-05;269;217;8;"clubs sportifs ; associations";non;oui;non;non
R0249;Atelier Hélice;sérigraphe;Orléans;non;grand;actif;2026-05-29;3;1290;196;"festivals ; associations";oui;oui;non;oui
R0250;Imprim'Indigo;sérigraphe;Genève;oui;moyen;dormant;2025-10-11;233;451;30;"brasseries et bars ; entreprises";oui;oui;non;non
R0251;Sérigraphie Zinc;sérigraphe;Angers;non;moyen;actif;2026-05-31;1;739;73;"clubs sportifs ; associations";oui;oui;non;non
R0252;Séri'Bleu Marine;sérigraphe;Brest;non;moyen;actif;2026-05-30;2;459;118;"collectivités ; associations";oui;non;non;non
R0253;Collectif Hélice Avignon;agence;Avignon;oui;petit;actif;2026-05-30;2;335;58;"entreprises ; collectivités";oui;non;non;non
R0254;Imprimerie des Volcans;imprimeur;Le Mans;non;moyen;dormant;2025-08-06;299;759;13;"entreprises ; brasseries et bars";oui;oui;non;non
R0255;Séri'Ypréau;sérigraphe;Nîmes;oui;grand;dormant;2025-08-07;298;1689;27;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R0256;Agence Cyan Angers;agence;Angers;non;petit;actif;2026-05-26;6;343;56;"brasseries et bars ; collectivités";oui;oui;non;non
R0257;Marquage Tandem Angers;sérigraphe;Angers;non;moyen;dormant;2025-11-16;197;815;52;"entreprises ; festivals";oui;oui;non;non
R0258;Sérigraphie Pixel;sérigraphe;Albi;non;grand;actif;2026-05-31;1;1420;182;"entreprises ; clubs sportifs";oui;oui;non;oui
R0259;Collectif Ricochet Bruxelles;agence;Bruxelles;non;moyen;actif;2026-05-29;3;555;61;"brasseries et bars ; associations";oui;oui;non;non
R0260;Maison Rhône Montpellier;brodeur;Montpellier;oui;petit;actif;2026-05-23;9;363;59;"associations ; collectivités";oui;non;non;non
R0261;Séri'Ricochet Lille;sérigraphe;Lille;non;moyen;actif;2026-05-31;1;515;93;"collectivités ; entreprises";oui;non;non;non
R0262;Marquage Zénith Nantes;sérigraphe;Nantes;non;petit;actif;2026-05-30;2;286;43;"clubs sportifs ; festivals";oui;oui;non;non
R0263;Imprim'Grand Angle;sérigraphe;Liège;non;petit;actif;2026-05-30;2;224;38;"clubs sportifs ; collectivités";oui;oui;non;non
R0264;Impression Sud;imprimeur;Bordeaux;non;petit;actif;2026-05-20;12;376;51;"festivals ; entreprises";oui;oui;non;non
R0265;Point Horizon;brodeur;Valence;oui;petit;dormant;2025-07-21;315;360;4;"associations ; entreprises";non;non;non;non
R0266;Point Mistral Reims;brodeur;Reims;non;petit;dormant;2025-12-20;163;169;23;"brasseries et bars ; associations";oui;oui;oui;non
R0267;Atelier Zénith Brest;agence;Brest;non;petit;actif;2026-05-26;6;216;45;"associations ; clubs sportifs";oui;oui;non;non
R0268;Les Fils d'Éclat Rennes;brodeur;Rennes;non;petit;actif;2026-05-28;4;301;32;"collectivités ; clubs sportifs";non;oui;non;non
R0269;Collectif Calanque Béziers;agence;Béziers;non;petit;dormant;2026-03-25;68;386;38;"associations ; collectivités";oui;non;non;non
R0270;Broderie Cap Ouest;brodeur;Albi;non;grand;dormant;2025-07-25;311;1258;30;"entreprises ; festivals";oui;oui;non;non
R0271;Agence Cap Ouest Albi;agence;Albi;non;petit;actif;2026-05-15;17;386;44;"entreprises ; brasseries et bars";oui;oui;non;non
R0272;Point Zinc Vannes;brodeur;Vannes;non;petit;dormant;2025-10-27;217;407;22;"festivals ; associations";oui;oui;non;non
R0273;Atelier Ypréau;agence;Brest;non;petit;actif;2026-05-31;1;286;58;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R0274;Séri'des Volcans;sérigraphe;Poitiers;non;petit;dormant;2026-01-08;144;326;32;"associations ; clubs sportifs";oui;oui;non;non
R0275;Studio Faubourg;agence;Rennes;non;petit;actif;2026-05-27;5;435;59;"brasseries et bars ; festivals";oui;oui;non;non
R0276;Broderie Amarante Amiens;brodeur;Amiens;non;moyen;dormant;2025-10-28;216;494;34;"brasseries et bars ; associations";oui;oui;oui;non
R0277;Marquage des Volcans;sérigraphe;Toulouse;non;moyen;actif;2026-05-29;3;633;60;"clubs sportifs ; associations";oui;oui;non;non
R0278;Marquage Bleu Marine;sérigraphe;Niort;non;moyen;dormant;2025-12-23;160;598;48;"festivals ; clubs sportifs";oui;oui;non;non
R0279;Atelier Vauban;sérigraphe;Lille;non;petit;dormant;2025-10-26;218;261;15;"festivals ; entreprises";oui;oui;non;non
R0280;Marquage du Lac;sérigraphe;Besançon;non;petit;dormant;2025-12-21;162;159;22;"associations ; clubs sportifs";oui;oui;non;non
R0281;Séri'Éclat Metz;sérigraphe;Metz;non;petit;actif;2026-05-18;14;421;44;"entreprises ; collectivités";oui;non;non;non
R0282;Agence Vertigo;agence;Tours;non;petit;dormant;2025-11-08;205;301;14;"associations ; collectivités";oui;non;non;non
R0283;Imprim'Zinc;sérigraphe;Bordeaux;non;petit;actif;2026-05-30;2;240;40;"entreprises ; collectivités";oui;non;non;non
R0284;Maison Granit Toulouse;brodeur;Toulouse;non;petit;dormant;2025-10-12;232;258;21;"associations ; collectivités";oui;non;non;non
R0285;Sérigraphie des Volcans;sérigraphe;Clermont-Ferrand;non;petit;actif;2026-05-23;9;193;51;"collectivités ; entreprises";oui;non;non;non
R0286;Impression Tramontane Besançon;imprimeur;Besançon;non;petit;actif;2026-05-24;8;280;44;"clubs sportifs ; festivals";oui;oui;non;non
R0287;Atelier Perspective;brodeur;Limoges;non;moyen;actif;2026-05-31;1;502;74;"collectivités ; brasseries et bars";oui;oui;non;non
R0288;Brod'Basalte Vannes;brodeur;Vannes;non;petit;actif;2026-05-31;1;153;53;"collectivités ; clubs sportifs";oui;oui;non;non
R0289;Studio Kaolin Tours;agence;Tours;non;moyen;actif;2026-05-28;4;717;67;"entreprises ; collectivités";oui;non;non;non
R0290;Marquage Quai Nancy;sérigraphe;Nancy;non;petit;actif;2026-05-19;13;181;48;"brasseries et bars ; collectivités";non;oui;non;non
R0291;Sérigraphie Solstice Orléans;sérigraphe;Orléans;non;moyen;actif;2026-05-31;1;773;88;"clubs sportifs ; entreprises";oui;oui;non;non
R0292;Brod'Mistral;brodeur;Troyes;non;moyen;actif;2026-05-23;9;871;110;"associations ; festivals";oui;oui;non;non
R0293;Imprim'Zénith Genève;sérigraphe;Genève;oui;moyen;dormant;2025-11-24;189;584;60;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R0294;Collectif Tandem;agence;Valence;oui;moyen;actif;2026-05-28;4;637;100;"clubs sportifs ; entreprises";oui;oui;non;non
R0295;Sérigraphie Horizon;sérigraphe;Genève;oui;grand;actif;2026-05-31;1;1097;211;"collectivités ; associations";oui;non;non;non
R0296;Agence Vertigo Bruxelles;agence;Bruxelles;non;grand;actif;2026-05-29;3;1403;133;"associations ; clubs sportifs";oui;oui;non;oui
R0297;Imprimerie Zénith Tours;imprimeur;Tours;non;petit;dormant;2026-03-15;78;364;48;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R0298;Atelier Trait d'Union;agence;Perpignan;non;grand;dormant;2026-03-09;84;1529;115;"brasseries et bars ; entreprises";oui;oui;non;oui
R0299;Les Fils d'Faubourg;brodeur;Bruxelles;non;petit;dormant;2025-11-07;206;367;18;"festivals ; brasseries et bars";oui;oui;non;non
R0300;Collectif Nord Orléans;agence;Orléans;non;petit;actif;2026-05-31;1;402;60;"collectivités ; entreprises";oui;non;non;non
R0301;Point Tandem;brodeur;Besançon;non;moyen;actif;2026-05-25;7;630;101;"entreprises ; collectivités";oui;non;non;non
R0302;Atelier Sarment;agence;Grenoble;oui;petit;dormant;2025-08-18;287;156;12;"festivals ; entreprises";oui;oui;non;non
R0303;Studio Tramontane;sérigraphe;Brest;non;petit;dormant;2026-03-03;90;373;37;"clubs sportifs ; collectivités";oui;oui;non;non
R0304;Atelier Boréal;sérigraphe;Liège;non;petit;actif;2026-05-18;14;217;33;"brasseries et bars ; entreprises";oui;oui;non;non
R0305;Impression Estuaire Avignon;imprimeur;Avignon;oui;petit;actif;2026-05-19;13;243;47;"associations ; clubs sportifs";oui;oui;non;non
R0306;Maison Jonquille Amiens;brodeur;Amiens;non;petit;dormant;2025-10-22;222;298;29;"entreprises ; brasseries et bars";oui;oui;non;non
R0307;Studio Amarante Lausanne;sérigraphe;Lausanne;oui;moyen;actif;2026-05-29;3;766;62;"brasseries et bars ; festivals";oui;oui;non;non
R0308;Studio Rhône Genève;agence;Genève;oui;petit;actif;2026-05-28;4;247;37;"brasseries et bars ; collectivités";non;oui;non;non
R0309;Brod'Zinc;brodeur;Poitiers;non;petit;actif;2026-05-28;4;207;59;"festivals ; collectivités";oui;oui;non;non
R0310;Studio Pastel Limoges;sérigraphe;Limoges;non;petit;actif;2026-05-24;8;425;45;"brasseries et bars ; collectivités";oui;oui;non;non
R0311;Brod'Solstice;brodeur;Reims;non;grand;dormant;2025-11-30;183;1132;110;"brasseries et bars ; entreprises";oui;oui;non;oui
R0312;Atelier Mistral Mulhouse;sérigraphe;Mulhouse;non;moyen;actif;2026-05-28;4;835;113;"brasseries et bars ; associations";oui;oui;non;non
R0313;Studio Amarante Bruxelles;agence;Bruxelles;non;grand;dormant;2025-11-04;209;2077;100;"collectivités ; associations";oui;non;non;non
R0314;Sérigraphie Perspective Valence;sérigraphe;Valence;oui;petit;actif;2026-05-25;7;415;31;"festivals ; associations";oui;oui;non;non
R0315;Studio Sud Namur;sérigraphe;Namur;non;petit;dormant;2026-03-19;74;382;40;"associations ; clubs sportifs";oui;oui;non;non
R0316;Séri'Jonquille;sérigraphe;Lille;non;petit;dormant;2025-12-25;158;338;22;"collectivités ; festivals";oui;oui;non;non
R0317;Séri'Pastel;sérigraphe;Grenoble;oui;petit;actif;2026-05-25;7;259;46;"entreprises ; associations";oui;non;non;non
R0318;Marquage Hélice Arras;sérigraphe;Arras;non;petit;actif;2026-05-17;15;402;50;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R0319;Point des Volcans;brodeur;Limoges;non;petit;actif;2026-04-30;32;211;35;"clubs sportifs ; entreprises";oui;oui;non;non
R0320;Séri'Garonne;sérigraphe;Troyes;non;petit;actif;2026-05-28;4;284;42;"brasseries et bars ; collectivités";oui;oui;non;non
R0321;Textiprint Boréal;imprimeur;Mulhouse;non;petit;dormant;2025-08-25;280;163;9;"entreprises ; associations";non;non;oui;non
R0322;Print Lumière Niort;imprimeur;Niort;non;petit;actif;2026-05-26;6;315;49;"clubs sportifs ; festivals";oui;oui;non;non
R0323;Séri'Zénith Metz;sérigraphe;Metz;non;moyen;actif;2026-05-26;6;704;74;"festivals ; associations";oui;oui;non;non
R0324;Point Atlantique Vannes;brodeur;Vannes;non;petit;dormant;2026-03-04;89;381;38;"brasseries et bars ; entreprises";oui;oui;non;non
R0325;Studio Cyan La Rochelle;agence;La Rochelle;non;petit;dormant;2025-12-09;174;287;23;"brasseries et bars ; collectivités";oui;oui;non;non
R0326;Marquage Tramontane Poitiers;sérigraphe;Poitiers;non;moyen;actif;2026-05-30;2;693;62;"entreprises ; brasseries et bars";oui;oui;non;non
R0327;Textiprint Pixel La Rochelle;imprimeur;La Rochelle;non;petit;actif;2026-05-26;6;299;56;"entreprises ; brasseries et bars";oui;oui;non;non
R0328;Studio Loire;agence;Caen;non;petit;dormant;2025-10-05;239;390;18;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R0329;Studio Faubourg Nantes;sérigraphe;Nantes;non;moyen;dormant;2025-09-10;264;701;25;"festivals ; clubs sportifs";oui;oui;non;non
R0330;Agence Atlantique;agence;Mulhouse;non;petit;actif;2026-05-29;3;321;45;"entreprises ; brasseries et bars";oui;oui;non;non
R0331;Séri'Horizon;sérigraphe;Troyes;non;petit;dormant;2025-11-11;202;250;19;"brasseries et bars ; entreprises";oui;oui;non;non
R0332;Collectif Cyan;agence;Barcelone;non;petit;dormant;2025-12-12;171;351;19;"collectivités ; associations";non;non;non;non
R0333;Brod'Cap Ouest;brodeur;Genève;oui;petit;actif;2026-05-04;28;411;39;"clubs sportifs ; entreprises";oui;oui;non;non
R0334;Imprimerie Éclat Grenoble;imprimeur;Grenoble;oui;petit;dormant;2025-11-24;189;188;21;"brasseries et bars ; collectivités";oui;oui;non;non
R0335;Atelier Sarment Montpellier;sérigraphe;Montpellier;oui;petit;dormant;2026-03-09;84;248;28;"brasseries et bars ; festivals";non;oui;non;non
R0336;Agence Alizé Le Mans;agence;Le Mans;non;moyen;dormant;2026-02-25;96;622;74;"brasseries et bars ; collectivités";oui;oui;non;non
R0337;Maison Basalte Strasbourg;brodeur;Strasbourg;non;petit;actif;2026-05-21;11;323;39;"associations ; festivals";oui;oui;non;non
R0338;Les Fils d'Vermeil;brodeur;Niort;non;petit;actif;2026-05-23;9;283;50;"clubs sportifs ; festivals";oui;oui;non;non
R0339;Point Faubourg Lyon;brodeur;Lyon;oui;grand;dormant;2025-12-22;161;1630;76;"festivals ; associations";oui;oui;non;oui
R0340;Marquage Ardoise;sérigraphe;Perpignan;non;grand;actif;2026-05-31;1;2233;194;"entreprises ; festivals";oui;oui;non;oui
R0341;Imprim'Quai Grenoble;sérigraphe;Grenoble;oui;moyen;actif;2026-05-27;5;599;93;"entreprises ; associations";oui;non;non;non
R0342;Atelier du Lac Rouen;sérigraphe;Rouen;non;petit;actif;2026-05-31;1;166;55;"entreprises ; associations";oui;non;non;non
R0343;Brod'Bleu Marine Avignon;brodeur;Avignon;oui;petit;actif;2026-05-08;24;331;40;"clubs sportifs ; collectivités";oui;oui;non;non
R0344;Marquage Perspective;sérigraphe;Saint-Étienne;oui;petit;actif;2026-05-25;7;237;32;"festivals ; collectivités";oui;oui;non;non
